时间(s),X坐标(m),Y坐标(m)
251,-0.290396957,4.020698435
251.25,-0.300372689,4.012757899
251.5,-0.31031002,4.004766366
251.75,-0.320208688,3.996724021
252,-0.330068435,3.988631052
252.25,-0.339889002,3.980487648
252.5,-0.34967013,3.972293996
252.75,-0.359411563,3.964050289
253,-0.369113045,3.955756718
253.25,-0.37877432,3.947413477
253.5,-0.388395135,3.939020761
253.75,-0.397975236,3.930578765
254,-0.40751437,3.922087687
254.25,-0.417012287,3.913547726
254.5,-0.426468736,3.904959081
254.75,-0.435883467,3.896321955
255,-0.445256233,3.887636548
255.25,-0.454586785,3.878903065
255.5,-0.463874878,3.870121712
255.75,-0.473120265,3.861292694
256,-0.482322703,3.852416218
256.25,-0.491481947,3.843492495
256.5,-0.500597756,3.834521733
256.75,-0.509669888,3.825504144
257,-0.518698102,3.816439941
257.25,-0.527682159,3.807329337
257.5,-0.536621821,3.798172547
257.75,-0.545516851,3.788969788
258,-0.554367012,3.779721277
258.25,-0.563172069,3.770427233
258.5,-0.571931788,3.761087875
258.75,-0.580645936,3.751703425
259,-0.589314281,3.742274105
259.25,-0.597936593,3.732800137
259.5,-0.60651264,3.723281748
259.75,-0.615042195,3.713719163
260,-0.623525031,3.704112608
260.25,-0.63196092,3.694462312
260.5,-0.640349637,3.684768505
260.75,-0.648690958,3.675031416
261,-0.65698466,3.665251277
261.25,-0.66523052,3.655428322
261.5,-0.673428319,3.645562784
261.75,-0.681577836,3.635654898
262,-0.689678853,3.625704901
262.25,-0.697731152,3.615713029
262.5,-0.705734517,3.605679522
262.75,-0.713688734,3.595604618
263,-0.721593587,3.585488559
263.25,-0.729448865,3.575331586
263.5,-0.737254355,3.565133943
263.75,-0.745009848,3.554895872
264,-0.752715135,3.54461762
264.25,-0.760370006,3.534299432
264.5,-0.767974257,3.523941556
264.75,-0.77552768,3.51354424
265,-0.783030072,3.503107733
265.25,-0.79048123,3.492632285
265.5,-0.797880952,3.482118149
265.75,-0.805229036,3.471565577
266,-0.812525285,3.460974822
266.25,-0.819769499,3.450346138
266.5,-0.826961482,3.439679782
266.75,-0.834101038,3.42897601
267,-0.841187973,3.41823508
267.25,-0.848222093,3.40745725
267.5,-0.855203207,3.39664278
267.75,-0.862131124,3.385791931
268,-0.869005655,3.374904964
268.25,-0.875826612,3.363982143
268.5,-0.882593808,3.353023729
268.75,-0.889307057,3.342029989
269,-0.895966177,3.331001188
269.25,-0.902570983,3.319937591
269.5,-0.909121295,3.308839468
269.75,-0.915616931,3.297707085
270,-0.922057714,3.286540713
270.25,-0.928443466,3.275340621
270.5,-0.934774011,3.264107081
270.75,-0.941049173,3.252840365
271,-0.947268779,3.241540746
271.25,-0.953432657,3.230208498
271.5,-0.959540637,3.218843896
271.75,-0.965592548,3.207447215
272,-0.971588223,3.196018732
272.25,-0.977527495,3.184558724
272.5,-0.983410199,3.173067471
272.75,-0.98923617,3.161545251
273,-0.995005245,3.149992343
273.25,-1.000717265,3.13840903
273.5,-1.006372068,3.126795593
273.75,-1.011969497,3.115152315
274,-1.017509394,3.103479478
274.25,-1.022991604,3.091777368
274.5,-1.028415972,3.080046269
274.75,-1.033782345,3.068286467
275,-1.039090573,3.056498249
275.25,-1.044340505,3.044681903
275.5,-1.049531992,3.032837716
275.75,-1.054664888,3.020965979
276,-1.059739046,3.00906698
276.25,-1.064754322,2.99714101
276.5,-1.069710574,2.985188361
276.75,-1.07460766,2.973209325
277,-1.07944544,2.961204195
277.25,-1.084223775,2.949173264
277.5,-1.088942529,2.937116827
277.75,-1.093601565,2.925035178
278,-1.09820075,2.912928614
278.25,-1.102739951,2.900797432
278.5,-1.107219037,2.888641927
278.75,-1.111637877,2.876462399
279,-1.115996345,2.864259146
279.25,-1.120294312,2.852032467
279.5,-1.124531653,2.839782662
279.75,-1.128708246,2.827510032
280,-1.132823967,2.815214877
280.25,-1.136878695,2.802897501
280.5,-1.140872312,2.790558206
280.75,-1.144804699,2.778197294
281,-1.14867574,2.76581507
281.25,-1.15248532,2.753411838
281.5,-1.156233326,2.740987903
281.75,-1.159919646,2.728543571
282,-1.16354417,2.716079148
282.25,-1.16710679,2.703594942
282.5,-1.170607397,2.691091259
282.75,-1.174045886,2.678568407
283,-1.177422153,2.666026696
283.25,-1.180736095,2.653466435
283.5,-1.183987612,2.640887933
283.75,-1.187176603,2.6282915
284,-1.190302971,2.615677448
284.25,-1.193366619,2.603046087
284.5,-1.196367452,2.59039773
284.75,-1.199305377,2.577732689
285,-1.202180302,2.565051277
285.25,-1.204992137,2.552353808
285.5,-1.207740793,2.539640595
285.75,-1.210426182,2.526911952
286,-1.21304822,2.514168195
286.25,-1.215606822,2.501409639
286.5,-1.218101906,2.4886366
286.75,-1.22053339,2.475849393
287,-1.222901197,2.463048336
287.25,-1.225205247,2.450233746
287.5,-1.227445465,2.437405941
287.75,-1.229621776,2.424565238
288,-1.231734108,2.411711956
288.25,-1.233782388,2.398846413
288.5,-1.235766547,2.385968929
288.75,-1.237686517,2.373079824
289,-1.239542231,2.360179417
289.25,-1.241333625,2.34726803
289.5,-1.243060634,2.334345981
289.75,-1.244723197,2.321413594
290,-1.246321254,2.308471188
290.25,-1.247854746,2.295519087
290.5,-1.249323616,2.282557612
290.75,-1.250727809,2.269587085
291,-1.252067271,2.25660783
291.25,-1.253341949,2.243620169
291.5,-1.254551793,2.230624426
291.75,-1.255696755,2.217620924
292,-1.256776786,2.204609988
292.25,-1.257791842,2.191591942
292.5,-1.258741877,2.17856711
292.75,-1.25962685,2.165535817
293,-1.26044672,2.152498388
293.25,-1.261201447,2.139455148
293.5,-1.261890994,2.126406424
293.75,-1.262515325,2.11335254
294,-1.263074405,2.100293823
294.25,-1.263568202,2.087230599
294.5,-1.263996685,2.074163195
294.75,-1.264359824,2.061091936
295,-1.264657591,2.04801715
295.25,-1.26488996,2.034939164
295.5,-1.265056907,2.021858304
295.75,-1.265158409,2.008774899
296,-1.265194444,1.995689275
296.25,-1.265164993,1.982601761
296.5,-1.265070037,1.969512684
296.75,-1.264909561,1.956422372
297,-1.26468355,1.943331152
297.25,-1.26439199,1.930239354
297.5,-1.26403487,1.917147305
297.75,-1.263612181,1.904055334
298,-1.263123914,1.890963769
298.25,-1.262570063,1.877872939
298.5,-1.261950622,1.864783172
298.75,-1.26126559,1.851694797
299,-1.260514963,1.838608143
299.25,-1.259698742,1.825523538
299.5,-1.25881693,1.812441311
299.75,-1.257869528,1.799361792
300,-1.256856543,1.786285308
300.25,-1.255777981,1.77321219
300.5,-1.25463385,1.760142765
300.75,-1.253424161,1.747077363
301,-1.252148924,1.734016312
301.25,-1.250808154,1.720959942
301.5,-1.249401865,1.707908581
301.75,-1.247930073,1.694862559
302,-1.246392798,1.681822203
302.25,-1.244790058,1.668787843
302.5,-1.243121876,1.655759807
302.75,-1.241388274,1.642738424
303,-1.239589278,1.629724023
303.25,-1.237724913,1.616716932
303.5,-1.235795209,1.603717479
303.75,-1.233800194,1.590725992
304,-1.2317399,1.577742801
304.25,-1.229614361,1.564768232
304.5,-1.227423611,1.551802613
304.75,-1.225167686,1.538846274
305,-1.222846624,1.52589954
305.25,-1.220460466,1.51296274
305.5,-1.218009252,1.500036201
305.75,-1.215493025,1.48712025
306,-1.212911831,1.474215215
306.25,-1.210265714,1.461321421
306.5,-1.207554724,1.448439196
306.75,-1.20477891,1.435568866
307,-1.201938322,1.422710757
307.25,-1.199033014,1.409865196
307.5,-1.19606304,1.397032508
307.75,-1.193028457,1.384213018
308,-1.189929321,1.371407053
308.25,-1.186765693,1.358614936
308.5,-1.183537633,1.345836994
308.75,-1.180245205,1.33307355
309,-1.176888472,1.320324928
309.25,-1.1734675,1.307591454
309.5,-1.169982357,1.294873449
309.75,-1.166433112,1.282171239
310,-1.162819836,1.269485146
310.25,-1.159142602,1.256815492
310.5,-1.155401483,1.244162601
310.75,-1.151596555,1.231526794
311,-1.147727895,1.218908393
311.25,-1.143795583,1.20630772
311.5,-1.139799699,1.193725096
311.75,-1.135740325,1.181160841
312,-1.131617545,1.168615276
312.25,-1.127431445,1.156088721
312.5,-1.123182111,1.143581496
312.75,-1.118869632,1.131093919
313,-1.114494099,1.11862631
313.25,-1.110055603,1.106178986
313.5,-1.105554238,1.093752267
313.75,-1.100990098,1.081346469
314,-1.096363281,1.06896191
314.25,-1.091673885,1.056598906
314.5,-1.08692201,1.044257773
314.75,-1.082107757,1.031938828
315,-1.07723123,1.019642385
315.25,-1.072292532,1.007368759
315.5,-1.067291771,0.995118265
315.75,-1.062229054,0.982891216
316,-1.057104491,0.970687927
316.25,-1.051918192,0.958508709
316.5,-1.04667027,0.946353875
316.75,-1.041360841,0.934223736
317,-1.035990018,0.922118605
317.25,-1.03055792,0.910038792
317.5,-1.025064666,0.897984606
317.75,-1.019510375,0.885956358
318,-1.013895171,0.873954356
318.25,-1.008219177,0.861978909
318.5,-1.002482517,0.850030326
318.75,-0.996685319,0.838108912
319,-0.990827712,0.826214976
319.25,-0.984909824,0.814348822
319.5,-0.978931787,0.802510757
319.75,-0.972893735,0.790701085
320,-0.966795801,0.778920111
320.25,-0.960638122,0.767168138
320.5,-0.954420835,0.75544547
320.75,-0.94814408,0.743752408
321,-0.941807997,0.732089254
321.25,-0.935412729,0.720456309
321.5,-0.928958418,0.708853874
321.75,-0.922445211,0.697282247
322,-0.915873254,0.685741729
322.25,-0.909242695,0.674232618
322.5,-0.902553684,0.66275521
322.75,-0.895806373,0.651309803
323,-0.889000914,0.639896692
323.25,-0.882137461,0.628516174
323.5,-0.875216171,0.617168542
323.75,-0.8682372,0.605854092
324,-0.861200708,0.594573115
324.25,-0.854106854,0.583325904
324.5,-0.846955801,0.572112752
324.75,-0.839747712,0.560933948
325,-0.832482751,0.549789782
325.25,-0.825161085,0.538680545
325.5,-0.817782881,0.527606525
325.75,-0.810348309,0.516568009
326,-0.802857538,0.505565284
326.25,-0.795310743,0.494598636
326.5,-0.787708094,0.48366835
326.75,-0.780049769,0.472774712
327,-0.772335943,0.461918003
327.25,-0.764566794,0.451098508
327.5,-0.756742501,0.440316507
327.75,-0.748863245,0.429572283
328,-0.740929208,0.418866114
328.25,-0.732940575,0.408198281
328.5,-0.724897529,0.397569061
328.75,-0.716800258,0.386978733
329,-0.708648948,0.376427572
329.25,-0.700443791,0.365915854
329.5,-0.692184975,0.355443854
329.75,-0.683872694,0.345011846
330,-0.67550714,0.334620103
330.25,-0.66708851,0.324268897
330.5,-0.658616997,0.313958498
330.75,-0.650092802,0.303689177
331,-0.641516122,0.293461202
331.25,-0.632887158,0.283274843
331.5,-0.624206111,0.273130366
331.75,-0.615473185,0.263028037
332,-0.606688585,0.252968122
332.25,-0.597852516,0.242950885
332.5,-0.588965185,0.232976589
332.75,-0.5800268,0.223045496
333,-0.571037573,0.213157867
333.25,-0.561997714,0.203313963
333.5,-0.552907435,0.193514043
333.75,-0.54376695,0.183758365
334,-0.534576475,0.174047186
334.25,-0.525336226,0.164380762
334.5,-0.516046421,0.154759348
334.75,-0.506707279,0.145183198
335,-0.497319021,0.135652565
335.25,-0.487881867,0.126167701
335.5,-0.478396042,0.116728856
335.75,-0.468861769,0.107336279
336,-0.459279275,0.097990221
336.25,-0.449648785,0.088690927
336.5,-0.439970528,0.079438645
336.75,-0.430244734,0.070233619
337,-0.420471633,0.061076094
337.25,-0.410651457,0.051966312
337.5,-0.400784438,0.042904516
337.75,-0.390870813,0.033890946
338,-0.380910815,0.024925842
338.25,-0.370904683,0.016009442
338.5,-0.360852653,0.007141983
338.75,-0.350754966,-0.001676299
339,-0.340611861,-0.010445168
339.25,-0.330423582,-0.019164391
339.5,-0.320190369,-0.027833735
339.75,-0.309912468,-0.03645297
340,-0.299590124,-0.045021864
340.25,-0.289223584,-0.053540189
340.5,-0.278813094,-0.062007717
340.75,-0.268358905,-0.070424221
341,-0.257861265,-0.078789477
341.25,-0.247320426,-0.087103259
341.5,-0.236736641,-0.095365346
341.75,-0.226110163,-0.103575515
342,-0.215441246,-0.111733547
342.25,-0.204730146,-0.119839221
342.5,-0.19397712,-0.12789232
342.75,-0.183182427,-0.135892628
343,-0.172346325,-0.143839929
343.25,-0.161469074,-0.151734008
343.5,-0.150550936,-0.159574654
343.75,-0.139592174,-0.167361654
344,-0.12859305,-0.175094799
344.25,-0.117553829,-0.182773879
344.5,-0.106474778,-0.190398686
344.75,-0.095356163,-0.197969015
345,-0.084198252,-0.20548466
345.25,-0.073001313,-0.212945418
345.5,-0.061765617,-0.220351085
345.75,-0.050491434,-0.227701462
346,-0.039179038,-0.234996348
346.25,-0.0278287,-0.242235545
346.5,-0.016440695,-0.249418856
346.75,-0.005015298,-0.256546084
347,0.006447215,-0.263617037
347.25,0.017946566,-0.27063152
347.5,0.029482478,-0.277589343
347.75,0.041054671,-0.284490314
348,0.052662865,-0.291334246
348.25,0.064306779,-0.298120949
348.5,0.075986131,-0.30485024
348.75,0.087700637,-0.311521931
349,0.099450015,-0.318135841
349.25,0.111233978,-0.324691788
349.5,0.123052241,-0.33118959
349.75,0.134904517,-0.337629069
350,0.146790518,-0.344010046
350.25,0.158709955,-0.350332347
350.5,0.170662539,-0.356595795
350.75,0.18264798,-0.362800218
351,0.194665984,-0.368945443
351.25,0.206716262,-0.3750313
351.5,0.218798518,-0.38105762
351.75,0.230912459,-0.387024235
352,0.24305779,-0.392930979
352.25,0.255234214,-0.398777686
352.5,0.267441436,-0.404564195
352.75,0.279679158,-0.410290343
353,0.29194708,-0.415955969
353.25,0.304244904,-0.421560915
353.5,0.31657233,-0.427105024
353.75,0.328929056,-0.432588139
354,0.341314781,-0.438010106
354.25,0.353729203,-0.443370772
354.5,0.366172017,-0.448669986
354.75,0.37864292,-0.453907598
355,0.391141606,-0.459083459
355.25,0.403667771,-0.464197423
355.5,0.416221106,-0.469249343
355.75,0.428801306,-0.474239077
356,0.441408061,-0.479166482
356.25,0.454041064,-0.484031416
356.5,0.466700004,-0.488833741
356.75,0.479384571,-0.49357332
357,0.492094454,-0.498250015
357.25,0.504829342,-0.502863691
357.5,0.517588922,-0.507414217
357.75,0.53037288,-0.51190146
358,0.543180903,-0.51632529
358.25,0.556012677,-0.520685579
358.5,0.568867885,-0.5249822
358.75,0.581746213,-0.529215027
359,0.594647343,-0.533383937
359.25,0.607570958,-0.537488808
359.5,0.620516741,-0.541529518
359.75,0.633484372,-0.545505949
360,0.646473533,-0.549417984
360.25,0.659483904,-0.553265505
360.5,0.672515164,-0.5570484
360.75,0.685566992,-0.560766555
361,0.698639067,-0.56441986
361.25,0.711731067,-0.568008204
361.5,0.724842668,-0.57153148
361.75,0.737973546,-0.574989581
362,0.751123379,-0.578382404
362.25,0.764291842,-0.581709843
362.5,0.777478609,-0.5849718
362.75,0.790683354,-0.588168172
363,0.803905752,-0.591298862
363.25,0.817145476,-0.594363774
363.5,0.830402199,-0.597362813
363.75,0.843675592,-0.600295884
364,0.856965327,-0.603162897
364.25,0.870271077,-0.605963761
364.5,0.88359251,-0.608698388
364.75,0.896929298,-0.611366691
365,0.910281111,-0.613968584
365.25,0.923647617,-0.616503985
365.5,0.937028485,-0.618972811
365.75,0.950423384,-0.621374982
366,0.963831982,-0.62371042
366.25,0.977253946,-0.625979047
366.5,0.990688944,-0.628180788
366.75,1.004136641,-0.63031557
367,1.017596704,-0.632383321
367.25,1.0310688,-0.63438397
367.5,1.044552593,-0.636317448
367.75,1.058047748,-0.63818369
368,1.071553931,-0.639982629
368.25,1.085070805,-0.641714202
368.5,1.098598035,-0.643378347
368.75,1.112135283,-0.644975003
369,1.125682214,-0.646504113
369.25,1.13923849,-0.647965618
369.5,1.152803774,-0.649359465
369.75,1.166377728,-0.650685599
370,1.179960014,-0.651943968
370.25,1.193550293,-0.653134523
370.5,1.207148228,-0.654257215
370.75,1.220753478,-0.655311996
371,1.234365706,-0.656298823
371.25,1.247984571,-0.657217651
371.5,1.261609734,-0.65806844
371.75,1.275240855,-0.658851148
372,1.288877593,-0.659565737
372.25,1.302519608,-0.660212172
372.5,1.31616656,-0.660790416
372.75,1.329818107,-0.661300438
373,1.343473909,-0.661742205
373.25,1.357133624,-0.662115687
373.5,1.37079691,-0.662420857
373.75,1.384463427,-0.662657688
374,1.398132831,-0.662826155
374.25,1.411804782,-0.662926236
374.5,1.425478936,-0.662957909
374.75,1.439154952,-0.662921154
375,1.452832488,-0.662815955
375.25,1.466511199,-0.662642294
375.5,1.480190745,-0.662400157
375.75,1.493870781,-0.662089533
376,1.507550966,-0.661710408
376.25,1.521230955,-0.661262776
376.5,1.534910407,-0.660746627
376.75,1.548588977,-0.660161957
377,1.562266322,-0.65950876
377.25,1.5759421,-0.658787035
377.5,1.589615966,-0.657996781
377.75,1.603287578,-0.657138
378,1.616956591,-0.656210693
378.25,1.630622662,-0.655214865
378.5,1.644285448,-0.654150524
378.75,1.657944605,-0.653017675
379,1.67159979,-0.651816331
379.25,1.685250659,-0.6505465
379.5,1.698896869,-0.649208198
379.75,1.712538075,-0.647801439
380,1.726173936,-0.646326238
380.25,1.739804106,-0.644782616
380.5,1.753428243,-0.64317059
380.75,1.767046004,-0.641490185
381,1.780657045,-0.639741422
381.25,1.794261024,-0.637924327
381.5,1.807857596,-0.636038927
381.75,1.821446419,-0.63408525
382,1.83502715,-0.632063328
382.25,1.848599447,-0.629973191
382.5,1.862162966,-0.627814874
382.75,1.875717366,-0.625588413
383,1.889262303,-0.623293844
383.25,1.902797436,-0.620931207
383.5,1.916322422,-0.618500542
383.75,1.929836919,-0.616001892
384,1.943340587,-0.6134353
384.25,1.956833082,-0.610800813
384.5,1.970314064,-0.608098479
384.75,1.983783191,-0.605328346
385,1.997240123,-0.602490465
385.25,2.010684518,-0.59958489
385.5,2.024116037,-0.596611674
385.75,2.037534338,-0.593570874
386,2.050939082,-0.590462547
386.25,2.064329928,-0.587286754
386.5,2.077706538,-0.584043555
386.75,2.091068572,-0.580733014
387,2.104415691,-0.577355195
387.25,2.117747555,-0.573910164
387.5,2.131063828,-0.57039799
387.75,2.144364169,-0.566818743
388,2.157648242,-0.563172493
388.25,2.17091571,-0.559459315
388.5,2.184166233,-0.555679283
388.75,2.197399477,-0.551832473
389,2.210615104,-0.547918965
389.25,2.223812778,-0.543938837
389.5,2.236992164,-0.539892172
389.75,2.250152925,-0.535779054
390,2.263294727,-0.531599567
390.25,2.276417234,-0.527353797
390.5,2.289520114,-0.523041835
390.75,2.302603031,-0.518663768
391,2.315665652,-0.514219691
391.25,2.328707645,-0.509709695
391.5,2.341728676,-0.505133877
391.75,2.354728413,-0.500492332
392,2.367706525,-0.495785161
392.25,2.38066268,-0.491012462
392.5,2.393596548,-0.486174338
392.75,2.406507797,-0.481270892
393,2.419396098,-0.47630223
393.25,2.432261122,-0.471268459
393.5,2.44510254,-0.466169686
393.75,2.457920022,-0.461006023
394,2.470713243,-0.455777581
394.25,2.483481873,-0.450484474
394.5,2.496225586,-0.445126817
394.75,2.508944056,-0.439704727
395,2.521636957,-0.434218322
395.25,2.534303963,-0.428667723
395.5,2.546944751,-0.423053051
395.75,2.559558996,-0.417374429
396,2.572146374,-0.411631984
396.25,2.584706563,-0.405825841
396.5,2.59723924,-0.399956129
396.75,2.609744083,-0.394022978
397,2.622220772,-0.388026519
397.25,2.634668986,-0.381966887
397.5,2.647088404,-0.375844214
397.75,2.659478709,-0.369658639
398,2.671839581,-0.363410299
398.25,2.684170702,-0.357099334
398.5,2.696471755,-0.350725886
398.75,2.708742424,-0.344290096
399,2.720982392,-0.33779211
399.25,2.733191344,-0.331232074
399.5,2.745368966,-0.324610135
399.75,2.757514944,-0.317926443
400,2.769628964,-0.311181149
400.25,2.781710715,-0.304374406
400.5,2.793759885,-0.297506366
400.75,2.805776162,-0.290577187
401,2.817759237,-0.283587025
401.25,2.8297088,-0.276536039
401.5,2.841624542,-0.26942439
401.75,2.853506156,-0.262252239
402,2.865353334,-0.25501975
402.25,2.877165769,-0.247727088
402.5,2.888943157,-0.24037442
402.75,2.900685193,-0.232961913
403,2.912391572,-0.225489738
403.25,2.924061991,-0.217958066
403.5,2.935696148,-0.21036707
403.75,2.947293742,-0.202716924
404,2.958854472,-0.195007804
404.25,2.970378037,-0.187239887
404.5,2.98186414,-0.179413352
404.75,2.993312481,-0.17152838
405,3.004722764,-0.163585153
405.25,3.016094692,-0.155583854
405.5,3.02742797,-0.147524669
405.75,3.038722303,-0.139407782
406,3.049977397,-0.131233384
406.25,3.06119296,-0.123001663
406.5,3.0723687,-0.11471281
406.75,3.083504325,-0.106367018
407,3.094599546,-0.09796448
407.25,3.105654074,-0.089505392
407.5,3.11666762,-0.080989951
407.75,3.127639898,-0.072418356
408,3.13857062,-0.063790805
408.25,3.149459502,-0.055107501
408.5,3.16030626,-0.046368646
408.75,3.17111061,-0.037574444
409,3.181872269,-0.028725102
409.25,3.192590957,-0.019820825
409.5,3.203266393,-0.010861823
409.75,3.213898298,-0.001848305
410,3.224486393,0.007219516
410.25,3.235030402,0.016341429
410.5,3.245530047,0.02551722
410.75,3.255985055,0.034746671
411,3.26639515,0.044029568
411.25,3.276760059,0.05336569
411.5,3.287079511,0.062754819
411.75,3.297353234,0.072196732
412,3.307580959,0.081691209
412.25,3.317762417,0.091238023
412.5,3.32789734,0.100836951
412.75,3.337985461,0.110487766
413,3.348026516,0.120190239
413.25,3.358020238,0.12994414
413.5,3.367966366,0.13974924
413.75,3.377864637,0.149605306
414,3.38771479,0.159512105
414.25,3.397516565,0.169469401
414.5,3.407269703,0.179476959
414.75,3.416973947,0.189534541
415,3.426629041,0.199641909
415.25,3.436234728,0.209798822
415.5,3.445790756,0.220005038
415.75,3.45529687,0.230260316
416,3.46475282,0.240564411
416.25,3.474158354,0.250917078
416.5,3.483513224,0.26131807
416.75,3.49281718,0.271767139
417,3.502069978,0.282264037
417.25,3.511271369,0.292808512
417.5,3.520421111,0.303400314
417.75,3.52951896,0.314039189
418,3.538564673,0.324724883
418.25,3.54755801,0.335457141
418.5,3.556498732,0.346235705
418.75,3.565386601,0.357060319
419,3.574221378,0.367930723
419.25,3.583002829,0.378846657
419.5,3.591730719,0.389807858
419.75,3.600404815,0.400814066
420,3.609024885,0.411865014
420.25,3.617590698,0.422960439
420.5,3.626102026,0.434100074
420.75,3.63455864,0.445283652
421,3.642960313,0.456510903
421.25,3.65130682,0.467781558
421.5,3.659597937,0.479095346
421.75,3.667833442,0.490451995
422,3.676013113,0.501851231
422.25,3.68413673,0.513292781
422.5,3.692204074,0.524776367
422.75,3.700214929,0.536301715
423,3.708169077,0.547868545
423.25,3.716066305,0.559476579
423.5,3.7239064,0.571125537
423.75,3.731689149,0.582815138
424,3.739414342,0.594545098
424.25,3.74708177,0.606315136
424.5,3.754691225,0.618124967
424.75,3.762242501,0.629974304
425,3.769735394,0.641862862
425.25,3.7771697,0.653790353
425.5,3.784545216,0.665756487
425.75,3.791861742,0.677760977
426,3.799119079,0.689803529
426.25,3.80631703,0.701883854
426.5,3.813455397,0.714001657
426.75,3.820533987,0.726156646
427,3.827552605,0.738348525
427.25,3.83451106,0.750576998
427.5,3.841409161,0.762841768
427.75,3.848246719,0.775142538
428,3.855023547,0.787479009
428.25,3.861739458,0.799850881
428.5,3.868394268,0.812257852
428.75,3.874987794,0.824699623
429,3.881519854,0.837175888
429.25,3.887990268,0.849686346
429.5,3.894398858,0.862230691
429.75,3.900745445,0.874808618
430,3.907029856,0.887419821
430.25,3.913251914,0.900063991
430.5,3.919411449,0.912740822
430.75,3.925508288,0.925450002
431,3.931542263,0.938191224
431.25,3.937513205,0.950964175
431.5,3.943420948,0.963768543
431.75,3.949265327,0.976604017
432,3.955046178,0.989470282
432.25,3.960763341,1.002367025
432.5,3.966416653,1.015293929
432.75,3.972005957,1.028250678
433,3.977531096,1.041236956
433.25,3.982991914,1.054252445
433.5,3.988388257,1.067296827
433.75,3.993719973,1.080369781
434,3.99898691,1.093470988
434.25,4.00418892,1.106600127
434.5,4.009325855,1.119756876
