id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
11,187.4283,231.8629,236.2310,209.0734,93.3483,130.8182,92.5505,151.2310,134.3684,192.2483,0.0000,107.7489,168.4460,63.7662,238.0618,147.6214,169.0313,124.5599,165.0756,178.9423,136.1160,194.9540,154.4662,172.3671,194.9111,205.5732,258.9809,340.4420,358.9300,377.9949,343.3031,381.1111,407.6384,360.2681,417.8620,404.5455
12,147.5097,172.2579,170.3982,148.6659,189.2166,106.2581,197.6461,87.0880,79.7816,98.4396,107.7489,0.0000,62.0973,75.1930,130.4960,221.3392,243.8386,112.0107,227.3394,246.3778,159.9925,258.6562,192.3008,221.8343,131.2570,178.6365,208.4063,274.1906,288.3033,304.4062,299.4504,314.9993,334.0165,368.0177,347.9322,342.0132
13,140.7585,145.8733,139.2166,125.5893,243.3511,122.4624,255.6473,81.2377,86.9707,51.6362,168.4460,62.0973,0.0000,135.1875,70.4572,280.4210,302.7119,156.9440,283.9349,303.6637,210.3384,314.7956,244.2067,275.4583,141.6479,205.7063,217.2066,265.8346,275.5167,288.3000,306.2507,304.7023,316.6964,400.8102,333.2297,333.4400
14,203.1373,237.8541,238.4278,213.9231,157.0447,150.4190,152.8953,150.9291,137.9337,173.3182,63.7662,75.1930,135.1875,0.0000,198.7800,146.1463,168.6509,64.5235,153.0221,171.6246,94.3435,184.4730,122.9381,149.9520,131.3305,145.8430,195.9688,276.6968,295.1755,314.3044,281.9486,317.4047,343.9223,316.1367,354.0984,341.0519
15,183.4068,168.2410,156.7616,155.4225,313.5778,182.1972,326.0714,135.7223,147.1711,80.3082,238.0618,130.4960,70.4572,198.7800,0.0000,339.8810,361.5789,205.3201,339.6933,360.1009,260.6566,369.4407,295.0175,327.5050,160.4941,232.6559,223.7497,248.9242,252.8315,261.0249,304.3507,283.3434,286.6897,425.0585,305.5651,312.7824
16,334.0627,375.8620,378.5589,352.3582,188.3008,277.6120,159.1339,291.0317,275.7216,319.2883,147.6214,221.3392,280.4210,146.1463,339.8810,0.0000,22.5840,142.0493,28.3649,32.5055,93.5861,49.6338,70.1790,53.4468,222.6040,181.2332,246.6798,333.7930,356.4904,377.9460,303.1269,368.5771,404.3128,251.2864,407.3381,383.6282
17,355.9302,398.1247,400.9442,374.6663,203.8058,299.4113,173.1477,313.4765,298.0834,341.8416,169.0313,243.8386,302.7119,168.6509,361.5789,22.5840,0.0000,161.8284,31.7472,19.8618,110.8764,35.4847,83.1565,58.4543,240.4369,194.5436,259.4349,345.6453,368.5927,390.1062,310.5656,379.1741,415.7671,245.5205,417.7874,392.8568
18,256.4539,284.2502,282.2894,260.6009,215.4495,207.8184,205.3180,198.4000,188.7575,204.8297,124.5599,112.0107,156.9440,64.5235,205.3201,142.0493,161.8284,0.0000,136.4120,157.1367,55.3482,164.9480,89.6986,122.2598,84.8643,81.4989,135.8488,220.5671,240.7218,260.9562,218.7469,260.3470,289.9594,257.7330,298.1357,282.2261
19,348.6137,388.1826,389.9294,364.4210,213.9507,292.6620,185.8346,302.1161,287.6477,325.7785,165.0756,227.3394,283.9349,153.0221,339.6933,28.3649,31.7472,136.4120,0.0000,20.7502,82.8990,31.4803,52.5002,27.0747,211.8287,163.2643,227.9301,313.9607,336.9329,358.4497,279.2178,347.4274,384.0407,222.9793,386.0443,361.2024
20,364.3890,405.0779,407.2430,381.4181,220.1931,308.1267,190.3513,319.4861,304.6434,344.7831,178.9423,246.3778,303.6637,171.6246,360.1009,32.5055,19.8618,157.1367,20.7502,0.0000,103.5963,17.2649,72.4746,43.3481,232.2860,182.0216,246.1138,331.4019,354.4884,376.0087,293.7133,364.0128,401.1283,225.6792,402.4787,376.8407
21,297.2963,330.0635,329.4997,306.1541,215.1797,244.7104,196.9206,243.1221,231.2665,256.4104,136.1160,159.9925,210.3384,94.3435,260.6566,93.5861,110.8764,55.3482,82.8990,103.5963,0.0000,110.1141,34.3714,66.9339,129.5607,92.0638,157.1738,244.9974,267.0888,288.3220,225.3191,281.9190,315.7552,224.8244,320.6706,299.8097
22,379.5705,419.5198,421.3525,395.7801,237.4533,323.4714,207.5340,333.5420,318.9978,357.0857,194.9540,258.6562,314.7956,184.4730,369.4407,49.6338,35.4847,164.9480,31.4803,17.2649,110.1141,0.0000,76.8507,44.5722,236.5606,182.1168,244.8719,328.7424,351.9521,373.4382,287.4806,360.0886,397.8276,211.1642,398.2903,371.7045
23,325.6799,360.5685,360.6348,336.6300,223.5312,271.7261,200.9159,273.5608,260.8665,289.5551,154.4662,192.3008,244.2067,122.9381,295.0175,70.1790,83.1565,89.6986,52.5002,72.4746,34.3714,76.8507,0.0000,32.8044,160.0830,111.5703,176.7921,263.6789,286.4354,307.9112,234.5020,298.4235,334.1548,207.8117,337.1951,313.8082
24,350.6324,387.6244,388.3795,363.7153,230.7549,295.6016,204.6146,300.8146,287.3294,319.7687,172.3671,221.8343,275.4583,149.9520,327.5050,53.4468,58.4543,122.2598,27.0747,43.3481,66.9339,44.5722,32.8044,0.0000,191.9983,138.8820,202.7769,288.1234,311.1881,332.7093,252.1916,321.0476,357.9595,201.3137,359.5942,334.4332
25,273.6379,286.8465,280.7828,265.4630,288.2593,237.3544,283.3200,211.1311,208.2761,192.9817,194.9111,131.2570,141.6479,131.3305,160.4941,222.6040,240.4369,84.8643,211.8287,232.2860,129.5607,236.5606,160.0830,191.9983,0.0000,72.7189,77.7507,147.1972,164.4552,183.1500,168.7599,188.2677,212.8556,265.0335,223.8667,213.6809
26,326.1255,346.6875,342.3277,324.0197,294.7911,282.1324,281.6016,264.9336,258.3964,257.2249,205.5732,178.6365,205.7063,145.8430,232.6559,181.2332,194.5436,81.4989,163.2643,182.0216,92.0638,182.1168,111.5703,138.8820,72.7189,0.0000,65.5566,153.1997,175.5788,196.9537,138.3523,189.8602,223.9480,195.3119,228.6069,208.2710
27,351.3222,363.0339,356.2887,342.1600,351.0335,314.6558,340.9435,288.8053,285.9995,267.7322,258.9809,208.4063,217.2066,195.9688,223.7497,246.6798,259.4349,135.8488,227.9301,246.1138,157.1738,244.8719,176.7921,202.7769,77.7507,65.5566,0.0000,87.8261,110.0379,131.3977,91.0882,125.6641,158.5815,208.7033,164.1484,146.4206
28,406.2238,408.2035,399.0902,390.0573,433.5328,377.8731,425.6939,344.8323,345.7132,311.3353,340.4420,274.1906,265.8346,276.6968,248.9242,333.7930,345.6453,220.5671,313.9607,331.4019,244.9974,328.7424,263.6789,288.1234,147.1972,153.1997,87.8261,0.0000,23.2860,44.7020,77.2213,41.0947,70.7620,246.6435,77.6228,68.0765
29,416.2692,415.5234,405.8232,398.2546,452.2087,390.4623,445.3624,355.6185,357.5182,319.0898,358.9300,288.3033,275.5167,295.1755,252.8315,356.4904,368.5927,240.7218,336.9329,354.4884,267.0888,351.9521,286.4354,311.1881,164.4552,175.5788,110.0379,23.2860,0.0000,21.5214,94.6446,30.5690,49.2500,266.0214,59.7624,59.9829
30,428.9397,425.9607,415.7919,409.4575,471.3333,405.1906,465.1512,369.0108,371.7043,330.1571,377.9949,304.4062,288.3000,314.3044,261.0249,377.9460,390.1062,260.9562,358.4497,376.0087,288.3220,373.4382,307.9112,332.7093,183.1500,196.9537,131.3977,44.7020,21.5214,0.0000,111.0219,32.0213,29.8122,282.8168,45.0413,57.1032
31,442.0646,452.0371,444.6497,431.7194,433.1376,405.7078,419.5168,379.5525,377.0359,355.8359,343.3031,299.4504,306.2507,281.9486,304.3507,303.1269,310.5656,218.7469,279.2178,293.7133,225.3191,287.4806,234.5020,252.1916,168.7599,138.3523,91.0882,77.2213,94.6446,111.0219,0.0000,84.6688,124.4525,171.8055,117.7103,86.5904
32,445.3730,445.5415,435.9755,428.0244,474.0829,418.2370,465.6486,384.3655,385.7412,348.9574,381.1111,314.9993,304.7023,317.4047,283.3434,368.5771,379.1741,260.3470,347.4274,364.0128,281.9190,360.0886,298.4235,321.0476,188.2677,189.8602,125.6641,41.0947,30.5690,32.0213,84.6688,0.0000,39.9849,255.2765,38.8084,29.4389
33,457.1418,452.8348,442.3649,436.8354,500.9643,434.3457,494.4861,397.6177,400.6611,357.5529,407.6384,334.0165,316.6964,343.9223,286.6897,404.3128,415.7671,289.9594,384.0407,401.1283,315.7552,397.8276,334.1548,357.9595,212.8556,223.9480,158.5815,70.7620,49.2500,29.8122,124.4525,39.9849,0.0000,294.1008,21.0827,49.3276
34,514.1142,539.3812,535.9415,516.1738,430.4815,465.0653,405.6580,455.0884,446.2919,452.1852,360.2681,368.0177,400.8102,316.1367,425.0585,251.2864,245.5205,257.7330,222.9793,225.6792,224.8244,211.1642,207.8117,201.3137,265.0335,195.3119,208.7033,246.6435,266.0214,282.8168,171.8055,255.2765,294.1008,0.0000,283.6705,249.7476
35,473.9094,470.9235,460.6832,454.4902,511.0288,449.5573,503.3098,413.8350,416.2880,375.1886,417.8620,347.9322,333.2297,354.0984,305.5651,407.3381,417.7874,298.1357,386.0443,402.4787,320.6706,398.2903,337.1951,359.5942,223.8667,228.6069,164.1484,77.6228,59.7624,45.0413,117.7103,38.8084,21.0827,283.6705,0.0000,34.1968
36,474.0037,474.7622,465.2719,457.0974,497.0905,445.9326,487.3595,412.7723,413.7802,378.1021,404.5455,342.0132,333.4400,341.0519,312.7824,383.6282,392.8568,282.2261,361.2024,376.8407,299.8097,371.7045,313.8082,334.4332,213.6809,208.2710,146.4206,68.0765,59.9829,57.1032,86.5904,29.4389,49.3276,249.7476,34.1968,0.0000
